ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Family_Glottocode,Family_Name
mana1295,Manam,Papunesia,-4.07921,145.033,mana1295,mva,aust1307,Austronesian
shwa1239,Shwai,Africa,11.2708,30.3533,shwa1239,shw,heib1242,Heibanic
koko1269,Kokota,Papunesia,-8.16481,159.191,koko1269,kkk,aust1307,Austronesian
mall1246,Mal,Eurasia,19.273,101.204,mall1246,mlf,aust1305,Austroasiatic
kora1295,Korafe,Papunesia,,,kora1295,kpr,nucl1709,Nuclear Trans New Guinea
tuli1249,Tulishi,Africa,11.4507,29.108,tuli1249,tey,kadu1256,Kadugli-Krongo
luva1239,Luvale,Africa,-13.5382,22.2924,luva1239,lue,atla1278,Atlantic-Congo
luuu1242,Lü,Eurasia,21.0321,101.282,luuu1242,khb,taik1256,Tai-Kadai
daha1245,Dahalo,Africa,-2.1843,40.37,daha1245,dal,afro1255,Afro-Asiatic
kama1351,Kamas-Koibal,Eurasia,55.07,94.83,kama1351,xas,ural1272,Uralic
pira1253,Pirahã,South America,-6.77713,-61.8167,pira1253,myp,,
nyam1271,Nyamal,Australia,-21.6092,119.693,nyam1271,nly,pama1250,Pama-Nyungan
saba1265,Sa'ban,Papunesia,3.58723,115.664,saba1265,snv,aust1307,Austronesian
dink1262,Dinka,Africa,,,dink1262,din,nilo1247,Nilotic
vaag1238,Vaagri Booli,Eurasia,12.215,79.5335,vaag1238,vaa,indo1319,Indo-European
shas1239,Shasta,North America,41.7587,-122.738,shas1239,sht,shas1238,Shastan
carn1240,Car Nicobarese,Eurasia,9.18853,92.7671,carn1240,caq,aust1305,Austroasiatic
duun1241,Duungidjawu,Australia,,,duun1241,wkw,pama1250,Pama-Nyungan
roma1327,Romanian,Eurasia,46.3913,24.2256,roma1327,ron,indo1319,Indo-European
nhen1239,Nhengatu,South America,1.04503,-66.9646,nhen1239,yrl,tupi1275,Tupian
para1310,Pará Arára,South America,-3.71263,-53.0657,para1310,aap,cari1283,Cariban
moru1253,Moru,Africa,5.1232,30.3287,moru1253,mgd,cent2225,Central Sudanic
marg1253,Margany,Australia,-26.789,144.892,marg1253,zmc,pama1250,Pama-Nyungan
guwa1243,Guwamu,Australia,-27.8289,148.867,guwa1243,gwu,pama1250,Pama-Nyungan
gana1268,Birrdhawal,Australia,-37.05,148.93,gana1268,ihw,pama1250,Pama-Nyungan
naga1394,Naga Pidgin,Eurasia,25.2508,93.4438,naga1394,nag,indo1319,Indo-European
iqui1243,Iquito,South America,-3.31233,-73.97046,iqui1243,iqu,zapa1251,Zaparoan
tehu1242,Tehuelche,South America,-47.5796,-68.3235,tehu1242,teh,chon1288,Chonan
ngaz1238,Ngazidja Comorian,Africa,-11.6129,43.36,ngaz1238,zdj,atla1278,Atlantic-Congo
chon1287,Chonyi-Dzihana-Kauma,Africa,-6.518,38.672,chon1287,coh,atla1278,Atlantic-Congo
ashe1269,Ashe,Africa,9.36574,7.39443,ashe1269,ahs,atla1278,Atlantic-Congo
wira1262,Wiradhuri,Australia,-34.0742,145.994,wira1262,wrh,pama1250,Pama-Nyungan
awet1244,Awetí,South America,-12.381944,-53.391944,awet1244,awe,tupi1275,Tupian
torw1241,Torwali,Eurasia,35.3101,72.5316,torw1241,trw,indo1319,Indo-European
mund1320,Mundari,Eurasia,25.0391,87.1792,mund1320,unr,aust1305,Austroasiatic
bukh1238,Bukharic,Eurasia,41.0,64.0,bukh1238,bhh,indo1319,Indo-European
teee1242,Tee,Africa,4.73213,7.37553,teee1242,tkq,atla1278,Atlantic-Congo
anei1239,Aneityum,Papunesia,-20.1864,169.825,anei1239,aty,aust1307,Austronesian
mang1394,Mangbetu,Africa,2.5511,27.0712,mang1394,mdj,cent2225,Central Sudanic
taus1253,Taushiro,South America,-3.22497,-75.5603,taus1253,trr,,
masa1300,Masai,Africa,-3.1419,36.4573,masa1300,mas,nilo1247,Nilotic
afri1274,Afrikaans,Africa,-22.0,30.0,afri1274,afr,indo1319,Indo-European
koru1247,Korubo,South America,-5.3655,-70.5094,koru1247,xor,pano1259,Pano-Tacanan
kera1255,Kera,Africa,9.88165,15.1419,kera1255,ker,afro1255,Afro-Asiatic
atam1239,Atampaya,Australia,-11.0018,142.273,atam1239,amz,pama1250,Pama-Nyungan
irig1241,Irigwe,Africa,9.85197,8.6525,irig1241,iri,atla1278,Atlantic-Congo
gade1236,Gade Lohar,Eurasia,25.8583,78.2187,gade1236,gda,indo1319,Indo-European
mufi1238,Mufian,Papunesia,-3.57932,142.955,mufi1238,aoj,nucl1708,Nuclear Torricelli
dhur1239,Dhurga,Australia,-35.412,150.134,dhur1239,dhu,pama1250,Pama-Nyungan
zays1236,Zayse,Africa,,,zays1236,zay,gong1255,Ta-Ne-Omotic
remb1249,Rembarrnga,Australia,-12.9608,134.308,remb1249,rmb,gunw1250,Gunwinyguan
bhoj1244,Bhojpuri,Eurasia,26.458455,84.817115,bhoj1244,bho,indo1319,Indo-European
fore1274,Forest Nenets,Eurasia,63.72,71.97,fore1274,,ural1272,Uralic
jebe1250,Jebero,South America,-5.40317,-76.4103,jebe1250,jeb,cahu1265,Cahuapanan
diml1238,Dimli,Eurasia,38.6147,39.6388,diml1238,diq,indo1319,Indo-European
kama1367,Kamasau,Papunesia,-3.8503,143.842,kama1367,kms,nucl1708,Nuclear Torricelli
thur1254,Thurawal,Australia,-35.2853,147.475,thur1254,tbh,pama1250,Pama-Nyungan
bafu1246,Bafut,Africa,6.14153,10.1194,bafu1246,bfd,atla1278,Atlantic-Congo
nami1256,Namia,Papunesia,-3.85538,141.788,nami1256,nnm,sepi1257,Sepik
mamm1241,Mam,North America,14.8034,-91.7231,mamm1241,mam,maya1287,Mayan
wany1247,Wanyi,Australia,-18.6529,137.608,wany1247,wny,garr1260,Garrwan
pisa1245,Pisamira,South America,1.1017,-70.502483,pisa1245,,tuca1253,Tucanoan
muru1266,Muruwari,Australia,-28.9618,146.546,muru1266,zmu,pama1250,Pama-Nyungan
sher1258,Sherbro,Africa,7.77585,-12.7405,sher1258,bun,atla1278,Atlantic-Congo
tawa1286,Tawallammat Tamajaq,Africa,13.9878,4.47692,tawa1286,ttq,afro1255,Afro-Asiatic
baba1266,Babanki,Africa,5.97863,10.2869,baba1266,bbk,atla1278,Atlantic-Congo
moro1292,Moroccan Arabic,Africa,32.5,-7.5,moro1292,ary,afro1255,Afro-Asiatic
maas1239,Maasina Fulfulde,Africa,11.1324,-3.64763,maas1239,ffm,atla1278,Atlantic-Congo
warr1258,Warrwa,Australia,-17.0965,123.971,warr1258,wwr,nyul1248,Nyulnyulan
crow1244,Crow,North America,45.368,-107.874,crow1244,cro,siou1252,Siouan
djad1246,Djadjawurrungic,,,,djad1246,,pama1250,Pama-Nyungan
narp1239,Nar Phu,Eurasia,28.76714,84.22852,narp1239,npa,sino1245,Sino-Tibetan
para1311,Paraguayan Guaraní,South America,-25.60551,-57.08816,para1311,gug,tupi1275,Tupian
leti1246,Leti (Indonesia),Papunesia,-8.19808,127.674,leti1246,lti,aust1307,Austronesian
maly1234,Malyangapa,Australia,-29.43,142.0,maly1234,yga,pama1250,Pama-Nyungan
awtu1239,Awtuw,Papunesia,-3.53129,141.928,awtu1239,kmn,sepi1257,Sepik
arhu1242,Arhuaco,South America,10.7018,-73.6363,arhu1242,arh,chib1249,Chibchan
brok1247,Brokskat,Eurasia,34.5308,76.6026,brok1247,bkk,indo1319,Indo-European
didi1258,Didinga,Africa,4.21489,33.6869,didi1258,did,surm1244,Surmic
beng1286,Beng,Africa,7.78122,-4.23539,beng1286,nhb,mand1469,Mande
taus1251,Tausug,Papunesia,5.12236,118.88,taus1251,tsg,aust1307,Austronesian
lake1258,Lake Miwok,North America,39.0021,-122.621,lake1258,lmw,miwo1274,Miwok-Costanoan
nyan1307,Nyankole,Africa,-0.46364,30.548,nyan1307,nyn,atla1278,Atlantic-Congo
mpon1254,Mpongmpong,Africa,3.14015,14.866,mpon1254,mgg,atla1278,Atlantic-Congo
loni1238,Loniu,Papunesia,-2.06124,147.35,loni1238,los,aust1307,Austronesian
achu1248,Achuar-Shiwiar,South America,-2.82646,-77.2641,achu1248,acu,jiva1245,Chicham
mira1251,Mirandese,Eurasia,41.5375,-6.38371,mira1251,mwl,indo1319,Indo-European
lend1245,Lendu,Africa,2.1898,30.6794,lend1245,led,cent2225,Central Sudanic
waka1274,Wakawaka,Australia,-26.248,151.868,waka1274,wkw,pama1250,Pama-Nyungan
east2652,Eastern Oromo,Africa,8.67428,41.4395,east2652,hae,afro1255,Afro-Asiatic
mina1268,Minangkabau,Papunesia,4.17,96.25,mina1268,min,aust1307,Austronesian
moke1242,Moken,Eurasia,10.1474,98.6765,moke1242,mwt,aust1307,Austronesian
band1353,Banda Malay,Papunesia,-4.55565,129.905,band1353,bpq,aust1307,Austronesian
yane1238,Yanesha',South America,-10.5454,-75.315,yane1238,ame,araw1281,Arawakan
yaba1248,Yabarana,South America,5.32692,-66.276,yaba1248,yar,cari1283,Cariban
nang1259,Nangikurrunggurr,Australia,-14.268,131.237,nang1259,nam,sout2772,Southern Daly
pott1240,Pottangi Ollar Gadaba,Eurasia,18.5968,82.7586,pott1240,gdb,drav1251,Dravidian
yemb1246,Yemba,Africa,5.47421,10.0214,yemb1246,ybb,atla1278,Atlantic-Congo
east2295,Eastern Yiddish,Eurasia,51.75,19.42,east2295,ydd,indo1319,Indo-European
bamb1262,Bambassi,Africa,9.82554,34.6522,bamb1262,myf,maoo1243,Blue Nile Mao
lakk1238,Lakkia,Eurasia,24.1169,110.106,lakk1238,lbc,taik1256,Tai-Kadai
luis1253,Luiseno,North America,33.3184,-116.939,luis1253,lui,utoa1244,Uto-Aztecan
gily1242,Nivkh,Eurasia,52.59,140.681,gily1242,niv,,
japr1238,Japrería,South America,10.5523,-72.7101,japr1238,jru,cari1283,Cariban
besi1244,Besisi,Eurasia,2.717,101.676,besi1244,mhe,aust1305,Austroasiatic
saki1248,Mekens,South America,-13.054,-62.0927,saki1248,skf,tupi1275,Tupian
djab1234,Djabwurrung,Australia,,,djab1234,tjw,pama1250,Pama-Nyungan
guam1248,Guambiano,South America,2.55849,-76.582,guam1248,gum,barb1265,Barbacoan
ache1246,Aché,South America,-25.5865,-56.4697,ache1246,guq,tupi1275,Tupian
atay1247,Atayal,Papunesia,24.5209,121.388,atay1247,tay,aust1307,Austronesian
kara1467,Kara-Kalpak,Eurasia,39.98,63.3223,kara1467,kaa,turk1311,Turkic
kips1239,Kipsigis,Africa,-0.35774,35.258532,kips1239,sgc,nilo1247,Nilotic
plat1254,Plateau Malagasy,Africa,-19.5907,47.1211,plat1254,plt,aust1307,Austronesian
xeta1241,Xetá,South America,-24.9408,-52.2266,xeta1241,xet,tupi1275,Tupian
kalm1243,Oirad-Kalmyk,Eurasia,46.566667,45.316667,kalm1243,xal,mong1329,Mongolic
lavu1241,Lavukaleve,Papunesia,-9.05569,159.119,lavu1241,lvk,,
mand1415,Mandarin Chinese,Eurasia,40.0209,116.228,mand1415,cmn,sino1245,Sino-Tibetan
ache1245,Acheron,Africa,10.8827,30.3187,ache1245,acz,narr1279,Narrow Talodi
huas1242,Huastec,North America,21.6153,-98.5028,huas1242,hus,maya1287,Mayan
kuma1273,Kumaoni,Eurasia,29.5622,80.0171,kuma1273,kfy,indo1319,Indo-European
kima1246,Kimaama,Papunesia,-8.01899,138.355,kima1246,kig,kolo1268,Kolopom
tzel1254,Tzeltal,North America,16.6384,-92.2786,tzel1254,tzh,maya1287,Mayan
ngiz1242,Ngizim,Africa,12.1051,11.0178,ngiz1242,ngi,afro1255,Afro-Asiatic
egyp1253,Egyptian Arabic,Africa,31.0,31.0,egyp1253,arz,afro1255,Afro-Asiatic
nucl1339,Temein,Africa,11.8275,29.3898,nucl1339,teq,teme1251,Temeinic
huba1236,Huba,Africa,10.3544,13.139,huba1236,hbb,afro1255,Afro-Asiatic
xava1240,Xavánte,South America,-14.3017,-52.4367,xava1240,xav,nucl1710,Nuclear-Macro-Je
mfum1238,Southern Mfumte,Africa,6.6,10.936386,mfum1238,nfu,atla1278,Atlantic-Congo
avok1242,Avokaya,Africa,4.38639,29.9379,avok1242,avu,cent2225,Central Sudanic
endo1242,Endo,Africa,,,endo1242,enb,nilo1247,Nilotic
ndam1239,Ndamba,Africa,-8.40485,36.0271,ndam1239,ndj,atla1278,Atlantic-Congo
khak1248,Khakas,Eurasia,50.7393,107.169,khak1248,kjh,turk1311,Turkic
kyer1238,Kyerung,Eurasia,28.2922,85.4257,kyer1238,kgy,sino1245,Sino-Tibetan
nort2745,Northern Yukaghir,Eurasia,65.3874,151.318,nort2745,ykg,yuka1259,Yukaghir
kwin1241,Kwini,Australia,-14.2515,126.562,kwin1241,gww,worr1236,Worrorran
bura1267,Burarra,Australia,-12.3061,134.365,bura1267,bvr,mani1293,Maningrida
bidy1244,Kangaki-Kagbaaga-Kajoko Bidyogo,Africa,11.1097,-16.1497,bidy1244,bjg,atla1278,Atlantic-Congo
west2560,West Coast Bajau,Papunesia,6.00631,116.124,west2560,bdr,aust1307,Austronesian
puri1258,Purik-Sham-Nubra,Eurasia,34.3386,76.0127,puri1258,prx,sino1245,Sino-Tibetan
busa1253,Busa,Africa,9.91074,4.39929,busa1253,bqp,mand1469,Mande
stan1325,Standard Latvian,Eurasia,57.0,24.0,stan1325,lvs,indo1319,Indo-European
esim1238,Esimbi,Africa,6.50094,9.86936,esim1238,ags,atla1278,Atlantic-Congo
lukp1238,Lukpa,Africa,9.51949,1.66954,lukp1238,dop,atla1278,Atlantic-Congo
kara1508,Karangura,,,,kara1508,nmv,pama1250,Pama-Nyungan
qawa1238,Qawasqar,South America,-49.703,-75.3756,qawa1238,alc,kawe1237,Kawesqar
kren1239,Krenak,South America,-18.9988,-41.2299,kren1239,kqq,nucl1710,Nuclear-Macro-Je
kore1280,Korean,Eurasia,37.5,128.0,kore1280,kor,kore1284,Koreanic
aghe1239,Aghem,Africa,6.38956,10.0807,aghe1239,agq,atla1278,Atlantic-Congo
trum1247,Trumai,South America,-11.8119,-53.5717,trum1247,tpy,,
mola1238,Molale,North America,44.556,-122.857,mola1238,mbe,,
toca1235,Tocantins Asurini,South America,-3.59359,-49.8991,toca1235,asu,tupi1275,Tupian
kuay1244,Kuay,Eurasia,,,kuay1244,kdt,aust1305,Austroasiatic
soch1239,Sochiapam Chinantec,North America,17.7985,-96.6079,soch1239,cso,otom1299,Otomanguean
cent2092,Central Sama,Papunesia,7.004574,118.455978,cent2092,sml,aust1307,Austronesian
sich1238,Sichuan Yi,Eurasia,28.1947,102.121,sich1238,iii,sino1245,Sino-Tibetan
kusa1250,Kusaal,Africa,10.9703,-0.38756,kusa1250,kus,atla1278,Atlantic-Congo
kofy1242,Pan,Africa,8.79947,9.15279,kofy1242,kwl,afro1255,Afro-Asiatic
uppe1455,Upper Guinea Crioulo,Africa,13.2335066667,-15.33254,uppe1455,pov,indo1319,Indo-European
yems1235,Yemsa,Africa,7.79821,37.4412,yems1235,jnj,gong1255,Ta-Ne-Omotic
mait1250,Maithili,Eurasia,26.3817,86.2211,mait1250,mai,indo1319,Indo-European
dhar1247,Dhargari,Australia,-24.0601,114.847,dhar1247,dhr,pama1250,Pama-Nyungan
anin1240,Anindilyakwa,Australia,-13.99904,136.6415,anin1240,aoi,gunw1250,Gunwinyguan
puin1248,Puinave,South America,3.92974,-67.6886,puin1248,pui,,
pala1344,Palauan,Papunesia,7.34138,134.476678,pala1344,pau,aust1307,Austronesian
temi1246,Temiar,Eurasia,4.974,101.438,temi1246,tea,aust1305,Austroasiatic
long1387,Longto,Africa,8.33313,13.0568,long1387,wok,atla1278,Atlantic-Congo
urii1240,Uri,Papunesia,-6.41993,146.608,urii1240,uvh,nucl1709,Nuclear Trans New Guinea
hara1271,Harari,Africa,9.30485,42.1332,hara1271,har,afro1255,Afro-Asiatic
mong1331,Mongolian,Eurasia,,,mong1331,mon,mong1329,Mongolic
gang1268,Gangulu,Australia,-22.7637,149.416,gang1268,gnl,pama1250,Pama-Nyungan
sout2833,South Central Dinka,Africa,6.7307,30.3021,sout2833,dib,nilo1247,Nilotic
nugu1241,Nugunu (Australia),Australia,-31.9899,133.908,nugu1241,nnv,pama1250,Pama-Nyungan
nuka1242,Nukak Makú,South America,2.65939,-71.4629,nuka1242,mbr,kaku1242,Kakua-Nukak
guaj1255,Guajajára,South America,-4.69461,-45.7081,guaj1255,gub,tupi1275,Tupian
ngom1272,Ngomba,Africa,5.63067,10.237,ngom1272,jgo,atla1278,Atlantic-Congo
came1252,Donga Mambila,Africa,6.43829,11.41953,came1252,mcu,atla1278,Atlantic-Congo
arab1267,Arabana,Australia,-28.705,135.449,arab1267,ard,pama1250,Pama-Nyungan
bari1297,Barí,South America,9.08497,-72.9353,bari1297,mot,chib1249,Chibchan
urdu1245,Urdu,Eurasia,25.0,67.0,urdu1245,urd,indo1319,Indo-European
lave1249,Brao,Eurasia,14.5994,107.008,lave1249,brb,aust1305,Austroasiatic
wymy1235,Wymysorys,Eurasia,49.91617,19.15195,wymy1235,wym,indo1319,Indo-European
nauk1242,Naukan Yupik,Eurasia,65.5184,-171.755,nauk1242,ynk,eski1264,Eskimo-Aleut
dghw1239,Dghwede,Africa,11.05751,13.77847,dghw1239,dgh,afro1255,Afro-Asiatic
djin1253,Djinang,Australia,-12.462,134.82,djin1253,dji,pama1250,Pama-Nyungan
sasa1249,Sasak,Papunesia,-8.58349,116.284,sasa1249,sas,aust1307,Austronesian
gaam1241,Gaam,Africa,11.4674,33.9797,gaam1241,tbi,east2386,Eastern Jebel
latu1238,Latundê,South America,-12.608792,-60.422423,latu1238,ltn,namb1299,Nambiquaran
adyg1241,Adyghe,Eurasia,44.0,39.33,adyg1241,ady,abkh1242,Abkhaz-Adyge
baim1244,Baima,Eurasia,33.1001,103.952,baim1244,bqh,sino1245,Sino-Tibetan
russ1264,Russia Buriat,Eurasia,50.8533,105.564,russ1264,bxr,mong1329,Mongolic
waru1264,Warrongo,Australia,-18.2496,144.37,waru1264,wrg,pama1250,Pama-Nyungan
veng1238,Vengo,Africa,6.11403,10.4137,veng1238,bav,atla1278,Atlantic-Congo
kash1277,Kashmiri,Eurasia,34.166825,74.330455,kash1277,kas,indo1319,Indo-European
cara1272,Carapana,South America,0.06168,-69.6465,cara1272,cbc,tuca1253,Tucanoan
macu1260,Macuna,South America,-0.14459,-70.0749,macu1260,myy,tuca1253,Tucanoan
wari1268,Wari',South America,-10.69948,-64.56152,wari1268,pav,chap1271,Chapacuran
deni1241,Deni,South America,-6.74962,-67.5029,deni1241,dny,araw1282,Arawan
mace1250,Macedonian,Eurasia,41.5957,21.7932,mace1250,mkd,indo1319,Indo-European
guah1255,Guahibo,South America,5.81736,-68.9839,guah1255,guh,guah1252,Guahiboan
ndem1249,Ndemli,Africa,4.58061,10.2197,ndem1249,nml,atla1278,Atlantic-Congo
kulu1253,Kulung (Nepal),Eurasia,27.1606,87.5717,kulu1253,kle,sino1245,Sino-Tibetan
wikm1247,Wik-Mungkan,Australia,-13.98051,141.81611,wikm1247,wim,pama1250,Pama-Nyungan
kiku1240,Kikuyu,Africa,-0.29005,36.719,kiku1240,kik,atla1278,Atlantic-Congo
aman1265,Amanab,Papunesia,-3.51516,141.178,aman1265,amn,bord1247,Border
alab1237,Alabama,North America,30.76738,-94.62848,alab1237,akz,musk1252,Muskogean
wiyo1248,Wiyot,North America,39.2492,-122.952,wiyo1248,wiy,algi1248,Algic
ibib1240,Ibibio,Africa,5.15279,7.86688,ibib1240,ibb,atla1278,Atlantic-Congo
suba1252,Suba-Simbiti,Africa,-1.103296,34.268,suba1252,ssc,atla1278,Atlantic-Congo
keme1240,Kemezung,Africa,6.69577,10.4984,keme1240,dmo,atla1278,Atlantic-Congo
esto1258,Estonian,Eurasia,58.55,25.82,esto1258,ekk,ural1272,Uralic
peng1244,Pengo,Eurasia,19.3435,83.6552,peng1244,peg,drav1251,Dravidian
toll1241,Tol,North America,14.6686,-87.0372,toll1241,jic,jica1245,Jicaquean
gali1262,Galibi Carib,South America,5.83772,-56.8323,gali1262,car,cari1283,Cariban
maay1238,Maay,Africa,3.22288,43.6182,maay1238,ymm,afro1255,Afro-Asiatic
tupu1244,Tupuri,Africa,10.0144,14.8697,tupu1244,tui,atla1278,Atlantic-Congo
cavi1250,Cavineña,South America,-13.3544,-66.6277,cavi1250,cav,pano1259,Pano-Tacanan
rama1270,Rama,North America,11.5007,-83.8571,rama1270,rma,chib1249,Chibchan
sele1249,Selee,Africa,7.17462,0.42458,sele1249,snw,atla1278,Atlantic-Congo
viet1252,Vietnamese,Eurasia,20.681188,105.774071,viet1252,vie,aust1305,Austroasiatic
pila1245,Pilagá,South America,-25.0058,-60.1537,pila1245,plg,guai1249,Guaicuruan
dyab1238,Dyaberdyaber,Australia,-17.18653,122.52306,dyab1238,dyb,nyul1248,Nyulnyulan
capa1241,Capanahua,South America,-6.63254,-74.3813,capa1241,kaq,pano1259,Pano-Tacanan
nort2740,Northern Thai,Eurasia,18.857495,100.20739,nort2740,nod,taik1256,Tai-Kadai
tere1279,Terena-Kinikinao-Chane,South America,-20.6614,-56.0329,tere1279,ter,araw1281,Arawakan
kuka1246,Kukatja,Australia,-20.3321,127.666,kuka1246,kux,pama1250,Pama-Nyungan
cayu1262,Cayubaba,South America,-13.2482,-65.4822,cayu1262,cyb,,
ntch1242,Ntcham,Africa,9.23971,0.599275,ntch1242,bud,atla1278,Atlantic-Congo
sydn1236,Sydney,Australia,-33.52925837,150.3490464,sydn1236,xdk,pama1250,Pama-Nyungan
finn1318,Finnish,Eurasia,64.7628,25.5577,finn1318,fin,ural1272,Uralic
adan1247,Adangme,Africa,5.9437,0.13243,adan1247,ada,atla1278,Atlantic-Congo
pitt1247,Pitta Pitta,Australia,-22.7952,139.983,pitt1247,pit,pama1250,Pama-Nyungan
dera1248,Dera (Nigeria),Africa,10.072,12.0256,dera1248,kna,afro1255,Afro-Asiatic
noma1260,Nomaande,Africa,4.5893,10.9157,noma1260,lem,atla1278,Atlantic-Congo
kokb1239,Kok Borok,Eurasia,23.1916,91.4673,kokb1239,trp,sino1245,Sino-Tibetan
nort2684,Northern Khmer,Eurasia,14.4674,103.863,nort2684,kxm,aust1305,Austroasiatic
kham1282,Khams Tibetan,Eurasia,31.9313,91.7062,kham1282,khg,sino1245,Sino-Tibetan
lard1243,Lardil,Australia,-16.56152,139.4343,lard1243,lbz,tang1340,Tangkic
taha1241,Tahaggart Tamahaq,Africa,22.5908,8.73169,taha1241,thv,afro1255,Afro-Asiatic
suen1241,Suena,Papunesia,-7.76339,147.534,suen1241,sue,nucl1709,Nuclear Trans New Guinea
apat1240,Apatani,Eurasia,27.1933,93.7284,apat1240,apt,sino1245,Sino-Tibetan
duru1236,Duruwa,Eurasia,19.0534,82.4881,duru1236,pci,drav1251,Dravidian
haus1257,Hausa,Africa,11.1513,8.7804,haus1257,hau,afro1255,Afro-Asiatic
mara1386,Maranunggu,Australia,-13.6754,130.12,mara1386,zmr,west2434,Western Daly
pagi1243,Pagibete,Africa,3.15636,22.1212,pagi1243,pae,atla1278,Atlantic-Congo
ngan1296,Nganyaywana,Australia,-29.581,151.313,ngan1296,nyx,pama1250,Pama-Nyungan
kala1380,Kalali,Australia,,,kala1380,gll,pama1250,Pama-Nyungan
yong1270,Yongning Na,Eurasia,27.8,100.9,yong1270,nru,sino1245,Sino-Tibetan
bong1285,Bongo,Africa,7.4145,27.9918,bong1285,bot,cent2225,Central Sudanic
sala1264,Salar,Eurasia,35.5457,102.819,sala1264,slr,turk1311,Turkic
here1253,Herero,Africa,-21.0231,20.5655,here1253,her,atla1278,Atlantic-Congo
arbo1245,Arbore,Africa,4.92183,36.7986,arbo1245,arv,afro1255,Afro-Asiatic
jica1244,Jicarilla Apache,North America,36.8079,-107.007,jica1244,apj,atha1245,Athabaskan-Eyak-Tlingit
sanu1240,Sanumá,South America,1.31875,-67.6498,sanu1240,xsu,yano1268,Yanomamic
koka1244,Kokata,Australia,-31.2052,136.813,koka1244,ktd,pama1250,Pama-Nyungan
arit1239,Aritinngitigh,Australia,-12.50839255,142.138748,arit1239,dth,pama1250,Pama-Nyungan
samb1305,Samba Leko,Africa,8.19236,11.7366,samb1305,ndi,atla1278,Atlantic-Congo
bond1245,Bondo,Eurasia,19.1512,83.8141,bond1245,bfw,aust1305,Austroasiatic
zulg1242,Zulgo-Gemzek,Africa,10.827,14.0578,zulg1242,gnd,afro1255,Afro-Asiatic
wira1260,Wirangu-Nauo,Australia,-31.6356,131.719,wira1260,wiw,book1242,Bookkeeping
kali1299,Kaliai,Papunesia,,,kali1299,khl,aust1307,Austronesian
tika1246,Tikar,Africa,5.87004,11.6104,tika1246,tik,atla1278,Atlantic-Congo
kita1249,Kita Maninkakan,Africa,13.1798,-9.49151,kita1249,mwk,mand1469,Mande
chua1256,Chuanqiandian Cluster Miao,Eurasia,22.5638,101.95,chua1256,cqd,book1242,Bookkeeping
kumb1268,Kumbainggar,Australia,-29.8189,152.913,kumb1268,kgs,pama1250,Pama-Nyungan
nank1250,Nankina,Papunesia,-5.80804,146.464,nank1250,nnk,nucl1709,Nuclear Trans New Guinea
koyr1242,Koyraboro Senni Songhai,Africa,16.9634,-0.55187,koyr1242,ses,song1307,Songhay
pudi1238,Puditara,Australia,,,pudi1238,mpj,pama1250,Pama-Nyungan
piap1246,Piapoco,South America,4.37718,-68.5953,piap1246,pio,araw1281,Arawakan
tigr1270,Tigre,Africa,17.3494,38.2233,tigr1270,tig,afro1255,Afro-Asiatic
akha1245,Akha,Eurasia,21.2309,100.964,akha1245,ahk,sino1245,Sino-Tibetan
buru1301,Burun,Africa,10.725,33.921,buru1301,bdi,nilo1247,Nilotic
east2379,Eastern Arrernte,Australia,-23.3583,135.046,east2379,aer,pama1250,Pama-Nyungan
chol1282,Chol,North America,17.4897,-92.4698,chol1282,ctu,maya1287,Mayan
ebir1243,Ebira,Africa,8.15516,7.06183,ebir1243,igb,atla1278,Atlantic-Congo
embe1260,Emberá-Catío,South America,7.52721,-76.7476,embe1260,cto,choc1280,Chocoan
kalk1246,Kalkutung,Australia,-21.0,139.5,kalk1246,ktg,pama1250,Pama-Nyungan
baka1274,Baka (Sudan),Africa,4.65943,29.59,baka1274,bdh,cent2225,Central Sudanic
jurm1239,Jur Modo,Africa,6.03321,29.974,jurm1239,bex,cent2225,Central Sudanic
naka1260,Nakara,Australia,-12.07653,134.32729,naka1260,nck,mani1293,Maningrida
sinh1246,Sinhala,Eurasia,8.0,81.0,sinh1246,sin,indo1319,Indo-European
ndai1238,Ndai,Africa,8.09039,14.2888,ndai1238,gke,atla1278,Atlantic-Congo
lang1322,Lango (Sudan),Africa,4.04948,33.0412,lang1322,lno,nilo1247,Nilotic
moks1248,Moksha,Eurasia,54.1855,42.6728,moks1248,mdf,ural1272,Uralic
konk1269,Konkomba,Africa,9.82224,0.2783,konk1269,xon,atla1278,Atlantic-Congo
gugu1255,Guugu Yimidhirr,Australia,-14.9424,144.831,gugu1255,kky,pama1250,Pama-Nyungan
bang1339,Banggarla,Australia,-33.3036,136.079,bang1339,bjb,pama1250,Pama-Nyungan
tari1263,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,Africa,34.916974,-3.430616,tari1263,rif,afro1255,Afro-Asiatic
auuu1241,Au,Papunesia,-3.53277,142.105,auuu1241,avt,nucl1708,Nuclear Torricelli
lese1243,Lese,Africa,1.3,29.3,lese1243,les,cent2225,Central Sudanic
rund1242,Rundi,Africa,-1.44174,31.3191,rund1242,run,atla1278,Atlantic-Congo
nort2845,North Marquesan,Papunesia,-8.89412,-140.108,nort2845,mrq,aust1307,Austronesian
